"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160391929A,CNSHK,AUMEL,AUMEL,"D�COR ENGINEERING
(AUST) PTY LTD
TM-1100UVF-6
MADE IN CHINA",,1466,KG,10.713,M3,TCNU5714602,CA701035,CFS/CFS,42G1,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160391929A,CNSHK,AUMEL,AUMEL,"D�COR ENGINEERING
(AUST) PTY LTD
TM-1100UVF-6
MADE IN CHINA",,1466,KG,10.713,M3,TCNU6319074,CA701120,CFS/CFS,42G1,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160415576A,CNNGB,AUSYD,AUSYD,EASY CATCH,"STC. GLUE TRAP          
6 PALLETS = 232 CARTONS",3260,KG,10,M3,CXRU1498681,3735741,CFS/CFS,42G1,6,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160415927A,CNSHK,AUMEL,AUMEL,RISUN,,2627.4,KG,2.593,M3,DFSU2976401,CB241949,CFS/CFS,22G0,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160415927A,CNSHK,AUMEL,AUMEL,RISUN,,2627.4,KG,2.593,M3,TEMU2927076,CB227509,CFS/CFS,22G0,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160415927A,CNSHK,AUMEL,AUMEL,RISUN,,2627.4,KG,2.593,M3,CXRU1631182,CA706766,CFS/CFS,42G1,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"FAIRCON LINE CO.,LTD",AIRSEA GLOBAL LOGISTICS,CONSOL ALLIANCE AUSTRALIA PTY LTD,FCBBNE10472,KRPUS,AUBNE,AUBNE,"COOK ISLANDS VISITORS GUIDE
50 COPIES - 2017 EDITION
SOUTH PACIFIC PUBLISHING LTD
PRINTED IN KOREA","PRINTED MATTERS                     
COOK ISLANDS VISITORS GUIDE
COVER 4PG + TEXT 108PG
QTY: 50 COPIES / CARTON
PERFECT BOUND",2040,KG,3.044,M3,CXDU1369484,4156775,CFS/CFS,45G0,2,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRSEA WORLDWIDE INTERNATIONAL,CONSOL ALLIANCE AUSTRALIA PTY LTD,GXAUS16114258,CNSHA,AUADL,AUADL,"PO#00318
THERMAL PAPER
ROLL","STC. (160CTNS=1PALLET)             
THERMAL PAPER ROLL
PO#00318",1300,KG,2.439,M3,AMFU3091348,AN60354617,CFS/CFS,22G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
PENANSHIN SHIPPING PTE LTD,AIRSEA WORLDWIDE INTERNATIONAL,CONSOL ALLIANCE AUSTRALIA PTY LTD,SLSZ1611050,SGSIN,AUMEL,AUMEL,N/M,"STC. 5 PALLET OF              
CYCLO (2 PALLETS)
CALENDAR HANGER, THREAD (1 PALLET)
RO NEAD (MUSICAL TOOL)(2 PALLETS)",830,KG,9.33,M3,MOTU0715884,BR06576,CFS/CFS,45G0,5,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
PENANSHIN SHIPPING PTE LTD,AIRSEA WORLDWIDE INTERNATIONAL,CONSOL ALLIANCE AUSTRALIA PTY LTD,SLSZ1611050,SGSIN,AUMEL,AUMEL,N/M,"STC. 5 PALLET OF              
CYCLO (2 PALLETS)
CALENDAR HANGER, THREAD (1 PALLET)
RO NEAD (MUSICAL TOOL)(2 PALLETS)",830,KG,9.33,M3,TCNU7483420,BR06578,CFS/CFS,45G0,5,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
NAVIA LOGISTICS PTY LTD,AIRTROPOLIS EXPRESS (S) PTE LTD,PENANSHIN SHIPPING PTE LTD,NAVBNE348953,AUMEL,SGSIN,SGSIN,,,732,KG,2.86,M3,HLXU8096593,ML-AU0567311,CFS/CFS,45G0,2,PLT,CFR,,PENANSHIN SHIPPING PTE LTD
NAVIA LOGISTICS PTY LTD,AIRTROPOLIS EXPRESS (S) PTE LTD,PENANSHIN SHIPPING PTE LTD,NAVBNE353102,AUMEL,SGSIN,SGSIN,,,870,KG,2.93,M3,BMOU6638761,ML-AU0567238,CFS/CFS,45G0,2,PLT,CFR,,PENANSHIN SHIPPING PTE LTD
NAVIA LOGISTICS PTY LTD,AIRTROPOLIS EXPRESS (S) PTE LTD,PENANSHIN SHIPPING PTE LTD,NAVBNE353102,AUMEL,SGSIN,SGSIN,,,870,KG,2.93,M3,TEMU7654170,ML-AU0567195,CFS/CFS,45G0,2,PLT,CFR,,PENANSHIN SHIPPING PTE LTD
,AIRTROPOLIS EXPRESS (S) PTE LTD,,JFK0016,USJFK,SGSIN,SGSIN,,,618,KG,0,M3,,,,,1,PKG,FOB,,
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE (AUSTRALIA) PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,NNGBSYD616079,CNNGB,AUSYD,AUSYD,EL-GRA,,3855,KG,4.54,M3,SZLU9676220,3918581,CFS/CFS,42G1,5,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160377803A,CNSHA,AUADL,AUADL,"UIPI
VULCAN
P/O 27768
ADELAIDE
C/NO:1-5
MADE IN CHINA","STC. CUP WHEEL    

RING GEAR MODEL:EGSBM979 715 100SBS
(9E-1Z30-0823-0168)
FORGED STAINLESS STEEL FLANGES
AS2129",3737.7,KG,4.73,M3,PCIU1037299,Y0710427,CFS/CFS,22G0,7,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160390145A,CNSHA,AUADL,AUADL,"WATERHOUSE
TO CAMERON
HOLOUBEK",,117,KG,0.57,M3,FCIU8174713,AN60356245,CFS/CFS,42G1,9,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160402246A,CNTAO,AUSYD,AUSYD,"CLQD16117537
DRS
CLQD16117546
CAPPING RUBBER
ROLL NO =
GROSS WT=
NET WT =
CLQD16117547
N/M","STC. CLQD16117537           
HANDTUFTED WOOLLEN CARPETS
JS1474/AX6417
1 CRATE/222.0000 KGS/0.9800 CBM
CLQD16117546
CAPPING RUBBER :-
1] U01,
5 ROLLS X 20 MTRS = 100 MTRS
2] U02,
10 ROLLS X 20 MTRS = 200 MTRS
3] U05,
10 ROLLS X 20 MTRS = 200 MTRS
4] U06,
10 ROLLS X 20 MTRS = 200 MTRS
35 ROLLS/713.0000 KGS/2.0000 CBM
CLQD16117547
MAGNESIUM SULFATE HEPTAHYDRATE
40 BAGS/1020.0000 KGS/1.4000 CBM",1955,KG,4.4,M3,SUDU7331777,H1114254,CFS/CFS,22G0,76,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160402246A,CNTAO,AUSYD,AUSYD,"CLQD16117537
DRS
CLQD16117546
CAPPING RUBBER
ROLL NO =
GROSS WT=
NET WT =
CLQD16117547
N/M","STC. CLQD16117537           
HANDTUFTED WOOLLEN CARPETS
JS1474/AX6417
1 CRATE/222.0000 KGS/0.9800 CBM
CLQD16117546
CAPPING RUBBER :-
1] U01,
5 ROLLS X 20 MTRS = 100 MTRS
2] U02,
10 ROLLS X 20 MTRS = 200 MTRS
3] U05,
10 ROLLS X 20 MTRS = 200 MTRS
4] U06,
10 ROLLS X 20 MTRS = 200 MTRS
35 ROLLS/713.0000 KGS/2.0000 CBM
CLQD16117547
MAGNESIUM SULFATE HEPTAHYDRATE
40 BAGS/1020.0000 KGS/1.4000 CBM",1955,KG,4.4,M3,SUDU6549403,H1114258,CFS/CFS,45G0,76,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160402246A,CNTAO,AUSYD,AUSYD,"CLQD16117537
DRS
CLQD16117546
CAPPING RUBBER
ROLL NO =
GROSS WT=
NET WT =
CLQD16117547
N/M","STC. CLQD16117537           
HANDTUFTED WOOLLEN CARPETS
JS1474/AX6417
1 CRATE/222.0000 KGS/0.9800 CBM
CLQD16117546
CAPPING RUBBER :-
1] U01,
5 ROLLS X 20 MTRS = 100 MTRS
2] U02,
10 ROLLS X 20 MTRS = 200 MTRS
3] U05,
10 ROLLS X 20 MTRS = 200 MTRS
4] U06,
10 ROLLS X 20 MTRS = 200 MTRS
35 ROLLS/713.0000 KGS/2.0000 CBM
CLQD16117547
MAGNESIUM SULFATE HEPTAHYDRATE
40 BAGS/1020.0000 KGS/1.4000 CBM",1955,KG,4.4,M3,SUDU6906075,H1114256,CFS/CFS,45G0,76,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160412992A,CNTAO,AUBNE,AUBNE,N/M,,8850,KG,10.24,M3,OOLU8784400,OOLEDM1227,CFS/CFS,42G1,10,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160413147A,CNTAO,AUMEL,AUMEL,"CLQD16117535
N/M
CLQD16117542
N/M
CLQD16117566
N/M
CLQD16117567
XNX","STC. CLQD16117535        
PVC SHUTTER
1 PALLET/935.0000 KGS/6.9800 CBM
CLQD16117542
LEATHER STOOL
10 PACKAGES/350.0000 KGS/2.3900 CBM
CLQD16117566
INSULATED GLASS
2 CRATES/300.0000 KGS/1.8000 CBM
CLQD16117567
DISPOSSIBLE CAR SEAT COVER
50 PACKAGES(1 PLT)/360.0000 KGS/0.8000 CBM",1945,KG,12.17,M3,OOLU8226060,OOLEDM1061,CFS/CFS,42G1,63,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,SZSADL612055701,HKHKG,AUMEL,AUADL,"ORDER NO:PO#227
ITEMS:CARTON
PAPER COVER
L:55CM* H :45CM
CTN
SIZE:
60CMX45CMX48CM
CTN NO.:1/11
QTY/CTN:
270PCS/CTN
GW.:19.5KG
FROM:WILCOMP
ORDER NO:PO#227
ITEMS:CARTON
PAPER COVER
L:55CM* H :45CM
CTN
SIZE:
60CMX45CMX32CM
CTN NO.:1/11
QTY/CTN:
30PCS/CTN
GW.:12KG
FROM:WILCOMP",,226.5,KG,1.97,M3,TCNU7699662,F4536253,CFS/CFS,45G0,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,GMEL1611112901A,HKHKG,AUMEL,AUMEL,LA CUCINA,,415,KG,2.443,M3,TCNU7699662,F4536253,CFS/CFS,45G0,50,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,GMEL1612001601A,HKHKG,AUMEL,AUMEL,"TOKEN BLANK 5000
PCS",,482,KG,0.34,M3,PCIU6006520,T0988973,CFS/CFS,45R1,30,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,AIRWAVE AUSTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,GMEL1612001601A,HKHKG,AUMEL,AUMEL,"TOKEN BLANK 5000
PCS",,482,KG,0.34,M3,TEMU9089925,T0988971,CFS/CFS,45R1,30,CTN,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
PENANSHIN SHIPPING PTE LTD,AISLINN SAGE PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BLBNE0010452,SGSIN,AUBNE,AUBNE,"AJSUNN SAGE PTY L 1D
STURAT ELLISON 
BOHOTOPIA 103 KEEN ST
LISMORE NSW 2480 AYSTRALIA
PHN: 061 66226500
MOBILE NO. 0402 500 122","STC. STONE HANDICRAFTS               
HS CODE : 9703.00.20.00",1666,KG,7.2,M3,YMLU8691957,YMLL816780,CFS/CFS,42G1,56,CRT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
PENANSHIN SHIPPING PTE LTD,AISLINN SAGE PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BLBNE0010452,SGSIN,AUBNE,AUBNE,"AJSUNN SAGE PTY L 1D
STURAT ELLISON 
BOHOTOPIA 103 KEEN ST
LISMORE NSW 2480 AYSTRALIA
PHN: 061 66226500
MOBILE NO. 0402 500 122","STC. STONE HANDICRAFTS               
HS CODE : 9703.00.20.00",1666,KG,7.2,M3,YMLU9023839,YMLL816733,CFS/CFS,42G1,56,CRT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CARGO OVERSEAS LTD,AITKENS SADDLERY,CONSOL ALLIANCE AUSTRALIA PTY LTD,HAE6110132,GBLHR,AUBNE,AUBNE,,,40,KG,0.39,M3,AKE83664SQ,8D,,,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CARGO OVERSEAS LTD,AITKENS SADDLERY,CONSOL ALLIANCE AUSTRALIA PTY LTD,HAE6110132,GBLHR,AUBNE,AUBNE,,,40,KG,0.39,M3,AKE88693SQ,8D,,,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CARGO OVERSEAS LTD,AITKENS SADDLERY,CONSOL ALLIANCE AUSTRALIA PTY LTD,HAE6120081,GBLHR,AUBNE,AUBNE,,,38,KG,0.315,M3,PMC1,5,,,2,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CARGO OVERSEAS LTD,AITKENS SADDLERY,CONSOL ALLIANCE AUSTRALIA PTY LTD,HAE6120114,GBLHR,AUBNE,AUBNE,,,317,KG,3.048,M3,PMC1,5,,,9,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
CARGO OVERSEAS LTD,AITKENS SADDLERY,CONSOL ALLIANCE AUSTRALIA PTY LTD,HAE7010003,GBLHR,AUBNE,AUBNE,,,14,KG,0.123,M3,PMC1,5,,,1,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"FAIRCON LINE CO.,LTD",AK UNICARGO INTERNATIONAL PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,FCBMEL10834,KRPUS,AUMEL,AUMEL,N/M,STC. 5 CASES OF PHOSPHOR BRONZE SHEET,3435,KG,1.377,M3,BSIU2638901,4160664,CFS/CFS,22G0,5,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"FAIRCON LINE CO.,LTD",AK UNICARGO INTERNATIONAL PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,FCBSYD10537,KRPUS,AUSYD,AUSYD,"ITEM :
WIDTH :
COLOR :
SURFACE EFFECT
PUT-UP :
PRODUCTION DATE
ROLL NO","STC. MOOJIN DIGITAL PRINTING MEDIA                    
UV PET BANNER 210MIC

1.6M X 300M/R MATTE 2880M3 ( 6RLS)",832.71,KG,2.744,M3,DFSU2396189,3159167,CFS/CFS,22G0,1,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"FAIRCON LINE CO.,LTD",AK UNICARGO INTERNATIONAL PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,FCBSYD10548,KRPUS,AUSYD,AUSYD,AS PER ATTACHED RIDER,"STC. 100 CARTONS (1.200PCS) (OF)                  

ONE PASS 1. 0 II I RON 240V 600PCS.
ONEPASS 1. 5 II I RON 240V 600PCS",975,KG,4.733,M3,CSLU1344050,4158641,CFS/CFS,22G0,100,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
,AKS INDUSTRIES,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD,NNR54231623,JPKIX,AUMEL,AUMEL,,,29.1,KG,0.177,M3,,,,,1,PKG,CFR,JOSIE'S TRANSPORT GROUP,NNR GLOBAL LOGISTICS AUSTRALIA PTY LTD
NAVIA LOGISTICS PTY LTD,AL ATHEED GENERAL TRADING LLC,PENANSHIN SHIPPING PTE LTD,NAVMEL345065,AUSYD,SGSIN,AEDXB,"
REF: TIE16110408","STC: SPICES
COUNTRY OF ORIGIN: INDIA

""ALL DESTINATION CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE""",960,KG,5.271,M3,CAIU8420212,AHL3822801,CFS/CFS,45G0,3,PLT,CFR,CONSOLIDATED SHIPPING SERVICES L.L.C.,PENANSHIN SHIPPING PTE LTD
,AL SAHAB GENERAL TRADING,,,AUMEL,AEDXB,AEDXB,,,1466.84,KG,5.616,M3,,,,,4,PLT,CPT,,
,AL SAHAB MEDICAL STORE.LLC.,,,AUMEL,AEDXB,AEDXB,,,1457.92,KG,4.785,M3,,,,,4,PLT,CIP,,
PENANSHIN SHIPPING PTE LTD,ALANCO AUSTRALIA PTY LTD,CONSOL ALLIANCE FREMANTLE,AMIGL160407561A,SGSIN,AUFRE,AUFRE,QEST@,,67.8,KG,0.212,M3,MSCU9947347,FEJ8667152,CFS/CFS,45G0,4,CTN,EXW,,CONSOL ALLIANCE FREMANTLE
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160391281A,CNSHA,AUSYD,AUSYD,"ORORA PA
MATRAVILLE
30465809-10
30465807-10
30465806-10
30465805-10","STC. ORORA PAPER � MATRAVILLE PRESS FELT
30465809-10
30465807-10
30465806-10
30465805-10",2473,KG,12.709,M3,TEMU6394165,EMCBGG4306,CFS/CFS,45G0,4,CAS,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160401187A,CNSHA,AUMEL,AUMEL,"NS BOYER
30454486-10
30449408-10
30462780-10","STC. NS BOYER          
30454486-10
30449408-10
30462780-10",1623,KG,9.238,M3,YMLU5330565,YMLM703445,CFS/CFS,42G1,3,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160401187A,CNSHA,AUMEL,AUMEL,"NS BOYER
30454486-10
30449408-10
30462780-10","STC. NS BOYER          
30454486-10
30449408-10
30462780-10",1623,KG,9.238,M3,YMLU8286321,YMLM703451,CFS/CFS,42G1,3,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160401409A,CNSHA,AUMEL,AUMEL,"AUSTRALIAN PAPER
MARYVALE
30464188-10
30462663-10","STC. PRESS FELT FOR AUSTRALIAN PAPER 
30464188-10
30462663-10",1038,KG,7.023,M3,YMLU5330565,YMLM703445,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160401409A,CNSHA,AUMEL,AUMEL,"AUSTRALIAN PAPER
MARYVALE
30464188-10
30462663-10","STC. PRESS FELT FOR AUSTRALIAN PAPER 
30464188-10
30462663-10",1038,KG,7.023,M3,YMLU8286321,YMLM703451,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160407750A,CNSHA,AUMEL,AUMEL,"VISY COOLAROO
30462935 -10/20","STC. VISY COOLAROO        
30462935 -10/20",754,KG,4.554,M3,CAIU8416758,EDZ5970,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160407750A,CNSHA,AUMEL,AUMEL,"VISY COOLAROO
30462935 -10/20","STC. VISY COOLAROO        
30462935 -10/20",754,KG,4.554,M3,OOLU8137764,EDZ5993,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160408020A,CNSHA,AUMEL,AUMEL,"NS BOYER
30462776-10
30454487-10","STC. NS BOYER      
30462776-10
30454487-10",1161,KG,6.718,M3,CAIU8416758,EDZ5970,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160408020A,CNSHA,AUMEL,AUMEL,"NS BOYER
30462776-10
30454487-10","STC. NS BOYER      
30462776-10
30454487-10",1161,KG,6.718,M3,OOLU8137764,EDZ5993,CFS/CFS,42G1,2,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160412597A,CNSHA,AUMEL,AUMEL,NORSKE SKOG ALBURY 30456945-10,,826,KG,5.244,M3,OOLU8113417,EDZ0761,CFS/CFS,42G1,1,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160412618A,CNSHA,AUMEL,AUMEL,NSBOYER 30465933-10,,662,KG,4.181,M3,OOLU8113417,EDZ0761,CFS/CFS,42G1,1,CAS,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160422964A,CNSHA,AUSYD,AUSYD,"ORORA PAPER �
MATRAVILLE
30469041-10
30468912-10
30468770-10
30468769-10","STC. ORORA PAPER � MATRAVILLE PRESS FELT
30469041-10
30468912-10
30468770-10
30468769-10",2507.5,KG,12.709,M3,EISU9427987,5000961,CFS/CFS,45G0,4,CAS,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALBANY INTERNATIONAL AUSTRALIA,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160425090A,CNSHA,AUSYD,AUSYD,"VISY PULP & PAPER
SMITHFIELD
30469577","STC. VISY PULP & PAPER SMITHFIELD                  
30469577",1428,KG,6.912,M3,CCLU8609192,CB260209,CFS/CFS,42G1,6,CAS,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
CHARTER LINK LOGISTICS LTD,ALBATRANS INTERNATIONAL FREIGHT FORWARDING PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,NADE080924,HKHKG,AUADL,AUADL,PO#CHOCSHOP,"STC. WINE 

WINE
HS: 2204
EEI ITN: X201610256",3113.94,KG,5.475,M3,OOLU8857846,OOLDCX9654,CFS/CFS,42G1,3,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALCHEMY PRODUX,CONSOL ALLIANCE AUSTRALIA PTY LTD,SO16120356,CNSHK,AUMEL,AUMEL,"NAME:ALCHEMY PRODUX
STYLE:BROWN STYLE B
100*100*130MM
QTY:60PCS
N.W.:5.8KG
G.W.:4.8KG
MEAS:51.5*X42*41CM
CARTON NUMBER:/8",,663,KG,10.798,M3,DFSU2976401,CB241949,CFS/CFS,22G0,105,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALCHEMY PRODUX,CONSOL ALLIANCE AUSTRALIA PTY LTD,SO16120356,CNSHK,AUMEL,AUMEL,"NAME:ALCHEMY PRODUX
STYLE:BROWN STYLE B
100*100*130MM
QTY:60PCS
N.W.:5.8KG
G.W.:4.8KG
MEAS:51.5*X42*41CM
CARTON NUMBER:/8",,663,KG,10.798,M3,TEMU2927076,CB227509,CFS/CFS,22G0,105,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ALCHEMY PRODUX,CONSOL ALLIANCE AUSTRALIA PTY LTD,SO16120356,CNSHK,AUMEL,AUMEL,"NAME:ALCHEMY PRODUX
STYLE:BROWN STYLE B
100*100*130MM
QTY:60PCS
N.W.:5.8KG
G.W.:4.8KG
MEAS:51.5*X42*41CM
CARTON NUMBER:/8",,663,KG,10.798,M3,CXRU1631182,CA706766,CFS/CFS,42G1,105,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
